customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1675-BZ28,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.64,398.56,Yes
7675-AY71,Female,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,117.26,5863.0,No
5803-CW98,Male,0,Yes,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.3,277.2,Yes
8811-EY16,Male,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.54,1427.0,No
8088-AY16,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),122.63,5886.24,No
9545-EZ28,Female,1,No,No,11,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.9,900.9,Yes
5848-EX36,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.41,217.05,No
5852-DX86,Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.18,1933.16,No
8738-EZ87,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),46.85,1077.55,No
3781-BZ74,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,106.38,2127.6,Yes
2052-CY26,Female,0,No,No,13,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.69,1295.97,Yes
5445-AZ45,Female,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.4,874.8,No
8750-CZ93,Female,0,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),40.19,442.09,No
4277-BX65,Male,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.74,178.96,No
4575-AX50,Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,94.54,378.16,Yes
5888-BZ65,Male,0,Yes,No,56,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),80.56,4511.36,No
3394-BY42,Female,0,No,Yes,62,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,82.26,5100.12,No
3920-CY13,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,117.35,469.4,No
6940-AX14,Male,1,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.58,306.32,Yes
2977-CY81,Female,0,Yes,No,9,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.66,860.94,Yes
2750-BW30,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),114.0,456.0,Yes
5247-EX29,Male,0,Yes,No,58,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.65,5721.7,Yes
3043-DX48,Male,0,No,No,31,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),111.51,3456.81,No
6826-CW40,Female,1,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.97,214.85,No
5462-AW15,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.85,286.65,No
7789-BY28,Male,1,No,Yes,9,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.25,848.25,Yes
9982-CZ38,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),133.83,8163.63,No
6178-AZ29,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,33.62,302.58,No
3848-BZ63,Male,0,No,No,56,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,75.3,4216.8,No
1161-AZ45,Female,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),108.4,7479.6,No
3634-BX16,Female,0,Yes,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),126.14,6180.86,No
2509-CX70,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,114.18,114.18,Yes
9946-EZ36,Male,0,No,No,62,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,102.67,6365.54,No
4349-DZ17,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,117.99,7197.39,No
8951-BX96,Female,0,No,No,62,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),89.9,5573.8,No
7712-EW53,Male,0,No,Yes,2,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,94.86,189.72,Yes
7470-EX37,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),93.32,933.2,Yes
8491-AZ47,Male,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),93.01,93.01,No
5909-AZ35,Female,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,102.81,719.67,No
8604-CW84,Female,0,Yes,No,40,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,76.33,3053.2,No
6909-EW69,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.35,76.35,Yes
7612-DY75,Male,0,Yes,No,70,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,83.3,5831.0,No
8832-DZ53,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,72.14,288.56,Yes
8809-BY42,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,88.63,5849.58,No
9592-BY31,Female,0,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),105.98,847.84,Yes
2280-EX79,Male,0,No,Yes,21,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,119.89,2517.69,No
7632-DW62,Female,0,Yes,Yes,9,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.15,991.35,Yes
8173-BZ97,Female,0,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,108.25,6928.0,No
3300-CX43,Male,0,Yes,Yes,10,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.97,589.7,Yes
4991-BZ34,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),102.09,6635.85,No
9312-AY57,Male,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),119.02,2023.34,Yes
8861-AZ11,Male,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,74.67,373.35,Yes
9994-BY31,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,104.79,7230.51,No
9146-CW61,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.03,210.21,Yes
2428-DY63,Male,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,107.2,1072.0,Yes
5306-BX23,Male,0,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),91.66,4766.32,No
7688-EZ35,Male,1,Yes,No,62,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),118.32,7335.84,No
4287-AX64,Female,0,No,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,101.53,507.65,No
6725-BZ83,Male,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,29.22,1636.32,No
6595-DX21,Male,1,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.48,654.36,Yes
7581-EX50,Female,0,No,No,33,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.41,2917.53,No
7426-BZ85,Female,0,No,No,48,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,104.91,5035.68,No
9277-DW45,Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,115.9,115.9,Yes
4128-DW29,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,97.83,2837.07,No
6409-EY18,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,118.22,1182.2,Yes
4440-BZ54,Male,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,42.62,2983.4,No
4507-AX73,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,98.5,7092.0,No
2409-AZ54,Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),80.96,566.72,No
9720-DX54,Male,0,No,No,50,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.88,2994.0,No
7642-CX19,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,113.5,454.0,Yes
9141-AW95,Female,0,No,Yes,9,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.04,855.36,No
8953-CZ67,Male,0,Yes,No,53,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Electronic check,76.6,4059.8,No
2693-EZ15,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,135.39,5821.77,No
4662-AY35,Male,0,No,Yes,42,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.01,4662.42,Yes
6194-DZ64,Female,0,Yes,Yes,2,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.53,39.06,Yes
7870-AX71,Male,0,No,No,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.23,240.69,Yes
8986-CW91,Male,0,No,No,67,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,70.67,4734.89,No
8034-AZ47,Female,0,No,No,4,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.49,365.96,Yes
2096-BW10,Female,0,Yes,Yes,70,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.66,5996.2,Yes
8947-AZ16,Male,1,Yes,No,68,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,91.46,6219.28,No
8539-DW78,Female,0,No,No,71,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),90.24,6407.04,No
6926-AY88,Female,0,No,No,66,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.39,6163.74,No
4568-CY91,Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),82.77,910.47,Yes
1201-EX50,Female,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),46.44,371.52,Yes
7007-CW30,Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,63.33,4496.43,No
5431-CW84,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),128.08,8197.12,No
4166-AW50,Male,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),92.82,3712.8,No
5319-CZ51,Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.86,1593.0,No
5024-CW21,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),115.99,7423.36,No
2387-CW69,Female,0,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.14,777.12,Yes
7598-DZ80,Male,1,No,No,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.85,1369.65,No
5109-CW59,Female,0,No,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,96.21,4810.5,No
4128-CY43,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,136.68,3553.68,Yes
1537-BW49,Male,0,Yes,Yes,71,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,98.58,6999.18,No
6998-BY28,Female,0,No,No,53,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),73.16,3877.48,No
3037-BY87,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.63,392.67,No
9724-CZ91,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),48.42,242.1,No
2653-AY29,Female,1,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,47.57,332.99,No
3304-AW60,Male,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,42.48,2293.92,No
4814-EY93,Male,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.39,1264.63,Yes
6038-BX79,Male,0,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.71,98.84,Yes
2958-AX18,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),112.62,563.1,Yes
6082-CX15,Female,0,No,No,62,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.01,6138.62,No
4228-AZ71,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,97.01,2134.22,Yes
3407-BX87,Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,97.2,6901.2,No
5337-EY15,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,137.16,8778.24,No
8485-DW93,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.5,6520.5,No
2647-EZ22,Female,0,No,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,89.65,627.55,No
9092-EZ67,Male,0,No,No,9,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,67.97,611.73,Yes
9694-CW73,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.03,3170.16,No
4812-CY27,Male,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,93.74,6749.28,No
1227-DX69,Male,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),93.46,5887.98,No
1378-DX10,Male,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.37,182.74,No
7256-EW44,Male,0,Yes,Yes,54,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.26,5090.04,Yes
7082-CW18,Female,0,No,No,15,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.86,1017.9,No
1059-BY98,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),101.7,6610.5,No
4339-DW54,Female,1,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.02,1537.28,No
6102-BX83,Male,0,Yes,Yes,10,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),78.87,788.7,Yes
8087-BY17,Female,0,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,125.42,7274.36,No
4026-EY62,Female,0,Yes,Yes,1,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,98.45,98.45,No
4973-EZ83,Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,95.03,3991.26,No
5237-DX13,Male,0,No,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),92.45,1016.95,No
7003-EZ48,Male,1,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,129.16,1291.6,No
9539-BW75,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),85.72,342.88,No
5923-BX50,Male,0,Yes,No,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.05,133.35,Yes
6919-DW76,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,97.77,977.7,Yes
9513-BZ61,Male,0,Yes,No,60,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,91.65,5499.0,No
4965-DW38,Female,0,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,113.37,6008.61,No
9929-CY11,Female,0,Yes,Yes,11,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.05,1100.55,Yes
8998-AY97,Male,1,Yes,No,56,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,115.82,6485.92,No
4294-BZ59,Female,0,No,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,95.25,5238.75,No
1724-BW55,Male,0,No,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.36,1555.24,No
3499-BY57,Female,0,No,No,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),106.09,3819.24,No
6117-DY28,Female,0,Yes,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),117.91,117.91,Yes
8057-BZ80,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.92,269.2,No
2730-DX57,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,124.67,7230.86,No
5621-BW18,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,120.21,240.42,Yes
3029-CZ64,Female,0,No,No,61,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.15,5865.15,No
9587-AW17,Male,0,No,No,1,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,108.53,108.53,No
8849-DW29,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.36,1629.04,No
8959-EX45,Female,1,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),120.51,7712.64,No
4075-EY25,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.31,283.1,Yes
4847-CY67,Male,0,No,No,70,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,79.65,5575.5,No
5355-AX76,Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.99,679.92,Yes
9614-EX81,Female,1,No,No,41,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,96.51,3956.91,No
5527-CZ11,Male,1,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),96.9,775.2,Yes
7693-EY91,Male,0,Yes,No,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),112.24,3142.72,No
9482-CY76,Male,1,No,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),137.33,8514.46,No
5283-AY32,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.15,892.65,No
5309-CX73,Male,0,No,Yes,59,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,73.19,4318.21,No
5688-AX29,Female,0,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),109.07,5017.22,No
2032-AZ84,Female,0,Yes,No,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.99,1367.43,No
1747-BY81,Female,0,No,No,67,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,21.3,1427.1,No
8004-BZ81,Female,0,No,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Mailed check,86.09,5423.67,No
3798-EY26,Male,0,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),41.68,2917.6,No
5432-DW16,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,110.3,5515.0,No
4324-DX59,Male,0,No,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.28,2626.24,No
1005-BX65,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,114.0,6954.0,Yes
4878-BX66,Female,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),104.63,418.52,Yes
1857-BX76,Male,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.07,225.35,No
8977-CX21,Male,0,Yes,No,4,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,115.42,461.68,No
9845-AZ86,Female,1,No,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),33.04,1222.48,No
3717-CW56,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),28.32,283.2,No
7122-AW82,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.26,45.26,No
2081-CX98,Male,0,No,Yes,49,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.24,4421.76,No
5750-EY37,Female,0,Yes,No,56,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Mailed check,93.67,5245.52,No
5296-DY27,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,57.83,1561.41,Yes
8663-CY78,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.64,1630.2,No
4755-DX56,Male,1,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.09,890.9,Yes
7121-AY68,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),131.52,131.52,Yes
2342-EW84,Female,1,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.02,303.06,No
8329-EX87,Female,1,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,85.4,256.2,Yes
3991-DY82,Female,0,No,Yes,69,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,90.08,6215.52,No
1515-CX61,Female,1,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,136.7,273.4,Yes
